Gene	D7	D14	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
PPFIA1	0.0379292718321683	-0.115568271832168	8500	PPFIA1	PPFIA1	8500	0.0379292718321683	-0.115568271832168	-0.153497543664337	2138	1321		none	6
CCDC173	0.147856532074116	0.202323467925884	129881	CCDC173	CCDC173	129881	0.147856532074116	0.202323467925884	0.0544669358517683	11940	6521		none	6
ONECUT3	-0.0011132319703453	-0.0147365680296547	390874	ONECUT3	ONECUT3	390874	-0.0011132319703453	-0.0147365680296547	-0.0136233360593094	8171	11799		none	6
ZNF90	0.152658836829652	0.0862041631703475	7643	ZNF90	ZNF90	7643	0.152658836829652	0.0862041631703475	-0.0664546736593049	5375	14984		none	6
CNOT10	0.17315489057635	0.0971161094236498	25904	CNOT10	CNOT10	25904	0.17315489057635	0.0971161094236498	-0.0760387811527004	4918	17663		none	6
THY1	-0.201839576193157	-0.202880423806843	7070	THY1	THY1	7070	-0.201839576193157	-0.202880423806843	-0.00104084761368542	8869	15763		none	6
ATP1A4	-0.135061319265001	-0.0717226807349988	480	ATP1A4	ATP1A4	480	-0.135061319265001	-0.0717226807349988	0.0633386385300024	12409	5318		none	6
OTUD4	0.147835508607617	0.014670491392383	54726	OTUD4	OTUD4	54726	0.147835508607617	0.014670491392383	-0.133165017215234	2683	16140		none	6
ZNF414	-0.0138341777834485	-0.127076422216552	84330	ZNF414	ZNF414	84330	-0.0138341777834485	-0.127076422216552	-0.113242244433103	3357	4029		none	6
MADD	-0.278458138706246	-0.195641861293754	8567	MADD	MADD	8567	-0.278458138706246	-0.195641861293754	0.0828162774124918	13350	5290		none	6
IRX6	-0.10962374286915	-0.0105512571308497	79190	IRX6	IRX6	79190	-0.10962374286915	-0.0105512571308497	0.0990724857383006	14088	11440		none	6
ISOC2	-0.0410398350182797	-0.12203916498172	79763	ISOC2	ISOC2	79763	-0.0410398350182797	-0.12203916498172	-0.0809993299634405	4679	3400		none	6
OR8D4	-0.20510349128299	0.0960974912829904	338662	OR8D4	OR8D4	338662	-0.20510349128299	0.0960974912829904	0.301200982565981	17867	3518		none	6
LCN12	-0.0198106754368784	-0.00738432456312159	286256	LCN12	LCN12	286256	-0.0198106754368784	-0.00738432456312159	0.0124263508737568	9628	13499		none	6
SH3BP4	-0.0240338851525484	0.163656885152548	23677	SH3BP4	SH3BP4	23677	-0.0240338851525484	0.163656885152548	0.187690770305097	16730	10570		none	6
IL31	0.121843273596379	-0.0156382735963793	386653	IL31	IL31	386653	0.121843273596379	-0.0156382735963793	-0.137481547192759	2555	16585		none	6
CELSR1	-0.265667747715114	0.0664007477151144	9620	CELSR1	CELSR1	9620	-0.265667747715114	0.0664007477151144	0.332068495430229	17947	15462		none	6
DPY19L2	0.178242721268018	0.385767278731982	283417	DPY19L2	DPY19L2	283417	0.178242721268018	0.385767278731982	0.207524557463963	17091	7009		none	6
S1PR5	0.039774156029906	0.240292843970094	53637	S1PR5	S1PR5	53637	0.039774156029906	0.240292843970094	0.200518687940188	16961	8400		none	6
OR10H2	0.178543905333939	0.123886094666061	26538	OR10H2	OR10H2	26538	0.178543905333939	0.123886094666061	-0.0546578106678788	5950	15562		none	6
PCDHGB3	0.165179103813361	-0.0575461038133608	56102	PCDHGB3	PCDHGB3	56102	0.165179103813361	-0.0575461038133608	-0.222725207626722	897	17844		none	6
CTNNAL1	0.104211791234864	0.00635490876513606	8727	CTNNAL1	CTNNAL1	8727	0.104211791234864	0.00635490876513606	-0.0978568824697279	3947	17280		none	6
GDF1	-0.0517858129664444	-0.0848631870335556	2657	GDF1	GDF1	2657	-0.0517858129664444	-0.0848631870335556	-0.0330773740671112	7086	3476		none	6
TBX3	0.00193598111738647	0.0854845188826135	6926	TBX3	TBX3	6926	0.00193598111738647	0.0854845188826135	0.0835485377652271	13381	5511		none	6
C7orf66	-0.0771586423631714	0.133260642363171	154907	C7orf66	C7orf66	154907	-0.0771586423631714	0.133260642363171	0.210419284726343	17139	5711		none	6
ATF6	0.0600753779568037	0.103430622043196	22926	ATF6	ATF6	22926	0.0600753779568037	0.103430622043196	0.0433552440863926	11338	5389		none	6
HNRNPA3	-0.262978647234398	-0.0548513527656025	220988	HNRNPA3	HNRNPA3	220988	-0.262978647234398	-0.0548513527656025	0.208127294468795	17098	9408		none	6
PCDHGB1	0.133749474946866	0.0722935250531338	56104	PCDHGB1	PCDHGB1	56104	0.133749474946866	0.0722935250531338	-0.0614559498937323	5589	4521		none	6
ARRB2	-0.0108051877548329	-0.0473177122451671	409	ARRB2	ARRB2	409	-0.0108051877548329	-0.0473177122451671	-0.0365125244903342	6903	711		none	6
OR13A1	0.101408187251517	0.159311812748483	79290	OR13A1	OR13A1	79290	0.101408187251517	0.159311812748483	0.0579036254969651	12132	2956		none	6
FAM24A	-0.173620260195574	-0.138349739804426	118670	FAM24A	FAM24A	118670	-0.173620260195574	-0.138349739804426	0.0352705203911479	10892	2016		none	6
CDO1	0.159590071540847	-0.0327210715408467	1036	CDO1	CDO1	1036	0.159590071540847	-0.0327210715408467	-0.192311143081693	1333	5549		none	6
GIMAP7	0.498116578270792	0.413043421729208	168537	GIMAP7	GIMAP7	168537	0.498116578270792	0.413043421729208	-0.0850731565415834	4499	17027		none	6
KIAA1024	-0.064829296325911	-0.059274703674089	23251	KIAA1024	KIAA1024	23251	-0.064829296325911	-0.059274703674089	0.00555459265182193	9251	5365		none	6
MIER3	0.143235639721354	-0.00103903972135406	166968	MIER3	MIER3	166968	0.143235639721354	-0.00103903972135406	-0.144274679442708	2365	2940		none	6
BEX5	0.0305319344427731	-0.0743929344427731	340542	BEX5	BEX5	340542	0.0305319344427731	-0.0743929344427731	-0.104924868885546	3665	545		none	6
CYB5D1	-0.00862303778765143	0.0171430377876514	124637	CYB5D1	CYB5D1	124637	-0.00862303778765143	0.0171430377876514	0.0257660755753029	10403	9984		none	6
PGPEP1L	0.163910877079786	0.352579122920214	145814	PGPEP1L	PGPEP1L	145814	0.163910877079786	0.352579122920214	0.188668245840428	16748	14381		none	6
SSR2	0.213160125557044	0.155499874442956	6746	SSR2	SSR2	6746	0.213160125557044	0.155499874442956	-0.0576602511140873	5795	12755		none	6
SLC2A9	0.133033875814168	0.0967721241858324	56606	SLC2A9	SLC2A9	56606	0.133033875814168	0.0967721241858324	-0.0362617516283351	6914	15556		none	6
TMEM35	-0.0676032613640982	-0.188952738635902	59353	TMEM35	TMEM35	59353	-0.0676032613640982	-0.188952738635902	-0.121349477271804	3054	4738		none	6
JRK	0.033027409454198	0.150276590545802	8629	JRK	JRK	8629	0.033027409454198	0.150276590545802	0.117249181091604	14804	17327		none	6
HIST1H2BM	-0.257099479765241	-0.165830520234759	8342	HIST1H2BM	HIST1H2BM	8342	-0.257099479765241	-0.165830520234759	0.0912689595304824	13731	1305		none	6
PELI1	-0.0727485941979127	0.0398175941979127	57162	PELI1	PELI1	57162	-0.0727485941979127	0.0398175941979127	0.112566188395825	14620	3310		none	6
CNIH2	0.0444499317112521	0.152161068288748	254263	CNIH2	CNIH2	254263	0.0444499317112521	0.152161068288748	0.107711136577496	14441	460		none	6
RANBP10	-0.497038279576805	-0.284911720423195	57610	RANBP10	RANBP10	57610	-0.497038279576805	-0.284911720423195	0.21212655915361	17162	17612		none	6
LRRC28	-0.374496884698607	-0.195263115301393	123355	LRRC28	LRRC28	123355	-0.374496884698607	-0.195263115301393	0.179233769397214	16559	2694		none	6
TSR3	-0.057433972486381	-0.091850027513619	115939	TSR3	TSR3	115939	-0.057433972486381	-0.091850027513619	-0.0344160550272381	7008	16503		none	6
PBLD	-0.0822012000293506	-0.204503799970649	64081	PBLD	PBLD	64081	-0.0822012000293506	-0.204503799970649	-0.122302599941299	3019	17510		none	6
SHANK1	-0.0204555917051181	-0.0472174082948819	50944	SHANK1	SHANK1	50944	-0.0204555917051181	-0.0472174082948819	-0.0267618165897638	7443	16075		none	6
CBY3	0.207161260030012	0.161368739969988	646019	CBY3	CBY3	646019	0.207161260030012	0.161368739969988	-0.0457925200600249	6420	17752		none	6
SLC22A7	-0.147287142498977	-0.237592857501023	10864	SLC22A7	SLC22A7	10864	-0.147287142498977	-0.237592857501023	-0.0903057150020468	4268	14095		none	6
RBFOX3	0.106032716214239	0.00886068378576076	146713	RBFOX3	RBFOX3	146713	0.106032716214239	0.00886068378576076	-0.0971720324284785	3974	277		none	6
PBOV1	0.0659919329052586	-0.00550883290525865	59351	PBOV1	PBOV1	59351	0.0659919329052586	-0.00550883290525865	-0.0715007658105173	5126	7400		none	6
PYHIN1	-0.241259265186983	0.0670752651869826	149628	PYHIN1	PYHIN1	149628	-0.241259265186983	0.0670752651869826	0.308334530373965	17884	3918		none	6
PARVA	-0.294438286905373	-0.141851713094627	55742	PARVA	PARVA	55742	-0.294438286905373	-0.141851713094627	0.152586573810745	15954	6575		none	6
CHRNG	-0.131890691051688	0.00816295105168798	1146	CHRNG	CHRNG	1146	-0.131890691051688	0.00816295105168798	0.140053642103376	15581	2322		none	6
CNTRL	-0.162164744656785	-0.0496192553432149	11064	CNTRL	CNTRL	11064	-0.162164744656785	-0.0496192553432149	0.11254548931357	14618	6625		none	6
OR8D1	-0.254238064700377	-0.179051935299623	283159	OR8D1	OR8D1	283159	-0.254238064700377	-0.179051935299623	0.0751861294007538	13000	14997		none	6
SPDEF	-0.0397346175364908	0.160761617536491	25803	SPDEF	SPDEF	25803	-0.0397346175364908	0.160761617536491	0.200496235072981	16960	5163		none	6
PRKCH	-0.191159316199812	-0.141070683800188	5583	PRKCH	PRKCH	5583	-0.191159316199812	-0.141070683800188	0.0500886323996235	11703	7703		none	6
LYRM5	0.184281658190483	0.0129653418095167	144363	LYRM5	LYRM5	144363	0.184281658190483	0.0129653418095167	-0.171316316380967	1735	4950		none	6
GRAMD2	-0.0199773615294879	-0.00712263847051215	196996	GRAMD2	GRAMD2	196996	-0.0199773615294879	-0.00712263847051215	0.0128547230589757	9651	8545		none	6
F2RL3	-0.164099943313778	-0.0606840566862219	9002	F2RL3	F2RL3	9002	-0.164099943313778	-0.0606840566862219	0.103415886627556	14262	6734		none	6
CCL23	-0.186405796731845	0.00626649673184533	6368	CCL23	CCL23	6368	-0.186405796731845	0.00626649673184533	0.192672293463691	16834	9536		none	6
KLRC3	0.0517267661460228	-0.0276247661460228	3823	KLRC3	KLRC3	3823	0.0517267661460228	-0.0276247661460228	-0.0793515322920455	4753	5693		none	6
BCL2L2-PABPN1	-0.565100488541039	-0.754079511458961	100529063	BCL2L2-PABPN1	BCL2L2-PABPN1	100529063	-0.565100488541039	-0.754079511458961	-0.188979022917922	1404	11660		none	6
HEPHL1	-0.216182195966151	0.00637119596615142	341208	HEPHL1	HEPHL1	341208	-0.216182195966151	0.00637119596615142	0.222553391932303	17294	9760		none	6
TMBIM4	-0.00593234466166739	0.0788406446616674	51643	TMBIM4	TMBIM4	51643	-0.00593234466166739	0.0788406446616674	0.0847729893233348	13434	15237		none	6
SYT3	0.20828194458387	0.15786805541613	84258	SYT3	SYT3	84258	0.20828194458387	0.15786805541613	-0.0504138891677403	6187	8445		none	6
LYAR	0.143980464843149	0.291969535156851	55646	LYAR	LYAR	55646	0.143980464843149	0.291969535156851	0.147989070313702	15826	11613		none	6
TMPRSS11E	-0.00282054447452897	0.201251944474529	28983	TMPRSS11E	TMPRSS11E	28983	-0.00282054447452897	0.201251944474529	0.204072488949058	17032	5998		none	6
MPZL3	0.0648529162687078	0.284547083731292	196264	MPZL3	MPZL3	196264	0.0648529162687078	0.284547083731292	0.219694167462584	17264	3411		none	6
RAB42	-0.0132532730369489	0.0622642730369489	115273	RAB42	RAB42	115273	-0.0132532730369489	0.0622642730369489	0.0755175460738979	13015	16179		none	6
hsa-mir-524	-0.0502946887225561	0.148257688722556	574478	hsa-mir-524	hsa-mir-524	574478	-0.0502946887225561	0.148257688722556	0.198552377445112	16930	17640		none	6
CCDC169	0.0160051115416433	0.0641578884583567	728591	CCDC169	CCDC169	728591	0.0160051115416433	0.0641578884583567	0.0481527769167134	11594	12570		none	6
PLG	0.0369513366531588	0.0134636633468412	5340	PLG	PLG	5340	0.0369513366531588	0.0134636633468412	-0.0234876733063175	7622	10880		none	6
hsa-mir-620	-0.102493489322788	-0.0338985106772117	693205	hsa-mir-620	hsa-mir-620	693205	-0.102493489322788	-0.0338985106772117	0.0685949786455765	12705	606		none	6
CRIPT	-0.0433784362812839	0.010992636281284	9419	CRIPT	CRIPT	9419	-0.0433784362812839	0.010992636281284	0.0543710725625679	11933	5146		none	6
ANKRD53	0.0431806687938582	-0.0944646687938582	79998	ANKRD53	ANKRD53	79998	0.0431806687938582	-0.0944646687938582	-0.137645337587716	2547	17725		none	6
C1orf52	0.0921633465156141	0.111239653484386	148423	C1orf52	C1orf52	148423	0.0921633465156141	0.111239653484386	0.0190763069687719	10018	13063		none	6
TOM1L2	-0.202085124808411	-0.030403875191589	146691	TOM1L2	TOM1L2	146691	-0.202085124808411	-0.030403875191589	0.171681249616822	16406	11449		none	6
ZNF48	-0.187536928384772	-0.362293071615228	197407	ZNF48	ZNF48	197407	-0.187536928384772	-0.362293071615228	-0.174756143230456	1671	6280		none	6
DYM	0.0441572001355081	0.0929817998644919	54808	DYM	DYM	54808	0.0441572001355081	0.0929817998644919	0.0488245997289838	11623	4254		none	6
FCER1A	-0.134830415923977	-0.105179584076023	2205	FCER1A	FCER1A	2205	-0.134830415923977	-0.105179584076023	0.0296508318479541	10580	1411		none	6
TTLL2	0.112102416248607	0.181487583751393	83887	TTLL2	TTLL2	83887	0.112102416248607	0.181487583751393	0.0693851675027861	12744	10286		none	6
PDE6C	-0.31312607133631	-0.15852392866369	5146	PDE6C	PDE6C	5146	-0.31312607133631	-0.15852392866369	0.154602142672619	15999	8780		none	6
RAB7A	0.0833740865458406	0.0395389134541594	7879	RAB7A	RAB7A	7879	0.0833740865458406	0.0395389134541594	-0.0438351730916812	6518	9307		none	6
TCF23	0.0207926603880752	-0.0449026603880752	150921	TCF23	TCF23	150921	0.0207926603880752	-0.0449026603880752	-0.0656953207761505	5405	1358		none	6
GMCL1	0.0491080398893316	0.0644709601106684	64395	GMCL1	GMCL1	64395	0.0491080398893316	0.0644709601106684	0.0153629202213368	9793	8898		none	6
TRIM62	0.145157146425937	0.0627938535740626	55223	TRIM62	TRIM62	55223	0.145157146425937	0.0627938535740626	-0.0823632928518748	4620	14280		none	6
GDPD2	0.0704059991045064	-0.00266409910450641	54857	GDPD2	GDPD2	54857	0.0704059991045064	-0.00266409910450641	-0.0730700982090128	5056	17111		none	6
C2orf43	0.0441347721306755	0.0119202278693245	60526	C2orf43	C2orf43	60526	0.0441347721306755	0.0119202278693245	-0.032214544261351	7136	953		none	6
ZC3H4	-0.132444280819162	-0.197495719180838	23211	ZC3H4	ZC3H4	23211	-0.132444280819162	-0.197495719180838	-0.0650514383616769	5433	11687		none	6
SMAP1	-0.0345023792262807	0.0176263792262807	60682	SMAP1	SMAP1	60682	-0.0345023792262807	0.0176263792262807	0.0521287584525614	11805	6390		none	6
ZNF419	0.06299305963859	0.23733194036141	79744	ZNF419	ZNF419	79744	0.06299305963859	0.23733194036141	0.17433888072282	16463	8190		none	6
PSME2	0.0101824253303501	0.0772245746696499	5721	PSME2	PSME2	5721	0.0101824253303501	0.0772245746696499	0.0670421493392998	12616	4176		none	6
RHOBTB3	0.133401026677981	0.318308973322019	22836	RHOBTB3	RHOBTB3	22836	0.133401026677981	0.318308973322019	0.184907946644039	16667	11730		none	6
DCAF11	-0.045834492760208	0.084702492760208	80344	DCAF11	DCAF11	80344	-0.045834492760208	0.084702492760208	0.130536985520416	15274	12553		none	6
IFNAR1	0.256684734650293	0.0708292653497072	3454	IFNAR1	IFNAR1	3454	0.256684734650293	0.0708292653497072	-0.185855469300586	1466	11695		none	6
EXOC6B	0.0728576267068896	0.0546773732931104	23233	EXOC6B	EXOC6B	23233	0.0728576267068896	0.0546773732931104	-0.0181802534137791	7900	4774		none	6
AMY1C	-0.320982433948994	-0.0876275660510061	278	AMY1C	AMY1C	278	-0.320982433948994	-0.0876275660510061	0.233354867897988	17406	15998		none	6
FBXO11	-0.198345678027341	0.178365678027341	80204	FBXO11	FBXO11	80204	-0.198345678027341	0.178365678027341	0.376711356054683	18032	16884		none	6
MAG	-0.0727198770814853	0.129699877081485	4099	MAG	MAG	4099	-0.0727198770814853	0.129699877081485	0.202419754162971	16999	15169		none	6
hsa-mir-6511b-2	-0.439935131833097	-0.460474868166903	102465985	hsa-mir-6511b-2	hsa-mir-6511b-2	102465985	-0.439935131833097	-0.460474868166903	-0.0205397363338058	7784	8798		none	6
PRRC2B	0.127074452084435	0.224575547915565	84726	PRRC2B	PRRC2B	84726	0.127074452084435	0.224575547915565	0.09750109583113	14015	3640		none	6
TOMM70A	0.0145503747485458	-0.0709623747485458	9868	TOMM70A	TOMM70A	9868	0.0145503747485458	-0.0709623747485458	-0.0855127494970915	4476	16163		none	6
VPS41	0.135901505040816	0.0402994949591838	27072	VPS41	VPS41	27072	0.135901505040816	0.0402994949591838	-0.0956020100816324	4041	5258		none	6
LOC158434	0.199569186758156	-0.0653501867581559	158434	LOC158434	LOC158434	158434	0.199569186758156	-0.0653501867581559	-0.264919373516312	476	9680		none	6
ENGASE	0.174694783619261	0.229245216380739	64772	ENGASE	ENGASE	64772	0.174694783619261	0.229245216380739	0.0545504327614785	11947	2827		none	6
HSPB1	0.156533451576178	0.135346548423822	3315	HSPB1	HSPB1	3315	0.156533451576178	0.135346548423822	-0.021186903152356	7745	8026		none	6
CNFN	-0.0111740379148208	-0.0938625620851792	84518	CNFN	CNFN	84518	-0.0111740379148208	-0.0938625620851792	-0.0826885241703584	4610	4067		none	6
ZNF473	-0.106599628921299	-0.0236213710787013	25888	ZNF473	ZNF473	25888	-0.106599628921299	-0.0236213710787013	0.0829782578425974	13357	3103		none	6
MFSD11	0.0863410820465223	-0.0495390820465224	79157	MFSD11	MFSD11	79157	0.0863410820465223	-0.0495390820465224	-0.135880164093045	2607	12465		none	6
RGS5	0.149134634161586	0.126335365838414	8490	RGS5	RGS5	8490	0.149134634161586	0.126335365838414	-0.0227992683231714	7672	6430		none	6
TMEM221	0.207274384475981	0.046631615524019	100130519	TMEM221	TMEM221	100130519	0.207274384475981	0.046631615524019	-0.160642768951962	1969	2889		none	6
hsa-mir-8085	-0.146021637588471	-0.00434736241152851	102465879	hsa-mir-8085	hsa-mir-8085	102465879	-0.146021637588471	-0.00434736241152851	0.141674275176943	15629	12969		none	6
GPR113	-0.0557595599030311	0.0330575599030311	165082	GPR113	GPR113	165082	-0.0557595599030311	0.0330575599030311	0.0888171198060623	13622	12382		none	6
LCN6	-0.143619970025941	-0.280630029974059	158062	LCN6	LCN6	158062	-0.143619970025941	-0.280630029974059	-0.137010059948119	2570	12005		none	6
DAB2IP	-0.134646388712306	0.0432373887123059	153090	DAB2IP	DAB2IP	153090	-0.134646388712306	0.0432373887123059	0.177883777424612	16534	11665		none	6
OR51E1	0.0231533206202323	0.0810276793797677	143503	OR51E1	OR51E1	143503	0.0231533206202323	0.0810276793797677	0.0578743587595355	12130	2891		none	6
TGFB3	-0.108143498556981	-0.104908501443019	7043	TGFB3	TGFB3	7043	-0.108143498556981	-0.104908501443019	0.00323499711396284	9120	11507		none	6
CRIP1	0.0753667095725961	0.118439290427404	1396	CRIP1	CRIP1	1396	0.0753667095725961	0.118439290427404	0.0430725808548078	11329	10789		none	6
SLC6A20	-0.00522792607436879	0.0972255260743688	54716	SLC6A20	SLC6A20	54716	-0.00522792607436879	0.0972255260743688	0.102453452148738	14223	15954		none	6
TRIB1	-0.262567088480722	-0.205472911519278	10221	TRIB1	TRIB1	10221	-0.262567088480722	-0.205472911519278	0.0570941769614444	12089	13526		none	6
KRTAP9-4	0.136166656178778	0.0261473438212215	85280	KRTAP9-4	KRTAP9-4	85280	0.136166656178778	0.0261473438212215	-0.110019312357557	3478	9971		none	6
HPCAL4	0.134133776424164	0.159246223575836	51440	HPCAL4	HPCAL4	51440	0.134133776424164	0.159246223575836	0.0251124471516729	10359	3892		none	6
CAPN8	0.0865118495161965	0.317112150483803	388743	CAPN8	CAPN8	388743	0.0865118495161965	0.317112150483803	0.230600300967607	17376	963		none	6
MR1	-0.208885246062443	-0.118024753937557	3140	MR1	MR1	3140	-0.208885246062443	-0.118024753937557	0.0908604921248855	13711	13876		none	6
HHAT	-0.398070557780501	-0.267749442219499	55733	HHAT	HHAT	55733	-0.398070557780501	-0.267749442219499	0.130321115561003	15263	14951		none	6
CCL4L2	0.247590871986728	0.102059128013272	9560	CCL4L2	CCL4L2	9560	0.247590871986728	0.102059128013272	-0.145531743973456	2325	2446		none	6
GSPT2	-0.227375601897477	-0.0831803981025226	23708	GSPT2	GSPT2	23708	-0.227375601897477	-0.0831803981025226	0.144195203794955	15714	12751		none	6
TOP3B	0.0901574476460002	-0.0871704476460002	8940	TOP3B	TOP3B	8940	0.0901574476460002	-0.0871704476460002	-0.177327895292	1625	1081		none	6
WDR26	-0.140838766808899	-0.253831233191101	80232	WDR26	WDR26	80232	-0.140838766808899	-0.253831233191101	-0.112992466382202	3365	14144		none	6
GNAL	-0.24424899019903	-0.0709700098009695	2774	GNAL	GNAL	2774	-0.24424899019903	-0.0709700098009695	0.173278980398061	16442	14980		none	6
STAG3	-0.0414041354209269	0.0304821354209269	10734	STAG3	STAG3	10734	-0.0414041354209269	0.0304821354209269	0.0718862708418537	12861	7060		none	6
FGF21	0.192361930802985	0.144648069197015	26291	FGF21	FGF21	26291	0.192361930802985	0.144648069197015	-0.0477138616059708	6330	11200		none	6
CGGBP1	-0.142139229570615	-0.161040770429385	8545	CGGBP1	CGGBP1	8545	-0.142139229570615	-0.161040770429385	-0.0189015408587704	7859	4281		none	6
RASA3	-0.326788447476302	-0.109291552523698	22821	RASA3	RASA3	22821	-0.326788447476302	-0.109291552523698	0.217496894952603	17243	11030		none	6
TRIM69	0.130890060258207	0.018318939741793	140691	TRIM69	TRIM69	140691	0.130890060258207	0.018318939741793	-0.112571120516414	3376	4848		none	6
hsa-mir-6881	-0.0410421702219776	-0.0829298297780224	102465530	hsa-mir-6881	hsa-mir-6881	102465530	-0.0410421702219776	-0.0829298297780224	-0.0418876595560447	6623	8879		none	6
AHSA1	-0.142332725082581	-0.0742622749174187	10598	AHSA1	AHSA1	10598	-0.142332725082581	-0.0742622749174187	0.0680704501651627	12681	14630		none	6
SMIM3	0.0820898855571458	-0.00676498555714578	85027	SMIM3	SMIM3	85027	0.0820898855571458	-0.00676498555714578	-0.0888548711142916	4323	1430		none	6
MUC1	-0.145164066867387	-0.142835933132613	4582	MUC1	MUC1	4582	-0.145164066867387	-0.142835933132613	0.00232813373477378	9075	587		none	6
BAAT	-0.168195657936018	-0.266114342063982	570	BAAT	BAAT	570	-0.168195657936018	-0.266114342063982	-0.0979186841279635	3941	1893		none	6
OR2D2	-0.135831942029816	-0.186648057970184	120776	OR2D2	OR2D2	120776	-0.135831942029816	-0.186648057970184	-0.0508161159403679	6169	7620		none	6
REPS2	-0.404168389389289	-0.387161610610711	9185	REPS2	REPS2	9185	-0.404168389389289	-0.387161610610711	0.0170067787785787	9892	3309		none	6
NHLRC4	-0.174827846737558	-0.153882153262442	283948	NHLRC4	NHLRC4	283948	-0.174827846737558	-0.153882153262442	0.0209456934751159	10124	9205		none	6
MEOX2	-0.205741444600224	-0.240138555399776	4223	MEOX2	MEOX2	4223	-0.205741444600224	-0.240138555399776	-0.0343971107995519	7009	4322		none	6
hsa-mir-6832	0.270087974993164	-0.00568267499316359	102466745	hsa-mir-6832	hsa-mir-6832	102466745	0.270087974993164	-0.00568267499316359	-0.275770649986327	403	1079		none	6
PALMD	0.138522725322638	0.245497274677362	54873	PALMD	PALMD	54873	0.138522725322638	0.245497274677362	0.106974549354723	14413	7069		none	6
H1F0	-0.214255680243664	-0.288004319756336	3005	H1F0	H1F0	3005	-0.214255680243664	-0.288004319756336	-0.0737486395126719	5022	8418		none	6
SYCE1L	0.000391329369907786	-0.0391433293699078	100130958	SYCE1L	SYCE1L	100130958	0.000391329369907786	-0.0391433293699078	-0.0395346587398156	6745	17798		none	6
CHCHD7	0.00408299346758158	0.230654106532418	79145	CHCHD7	CHCHD7	79145	0.00408299346758158	0.230654106532418	0.226571113064837	17332	5541		none	6
PCDHGC4	-0.050348793886118	0.060028793886118	56098	PCDHGC4	PCDHGC4	56098	-0.050348793886118	0.060028793886118	0.110377587772236	14538	14464		none	6
PAGE4	0.171613211770328	0.263126788229672	9506	PAGE4	PAGE4	9506	0.171613211770328	0.263126788229672	0.0915135764593439	13746	9902		none	6
RNMTL1	0.211276871415215	0.0222971285847854	55178	RNMTL1	RNMTL1	55178	0.211276871415215	0.0222971285847854	-0.188979742830429	1403	10965		none	6
HRH4	0.126706005834019	-0.043071005834019	59340	HRH4	HRH4	59340	0.126706005834019	-0.043071005834019	-0.169777011668038	1764	12420		none	6
SPEF1	-0.0737733096145644	-0.0190946903854356	25876	SPEF1	SPEF1	25876	-0.0737733096145644	-0.0190946903854356	0.0546786192291288	11955	3832		none	6
PPIF	-0.396605094717804	-0.191854905282196	10105	PPIF	PPIF	10105	-0.396605094717804	-0.191854905282196	0.204750189435608	17039	13879		none	6
ANXA10	0.118890069112375	0.163979930887625	11199	ANXA10	ANXA10	11199	0.118890069112375	0.163979930887625	0.0450898617752505	11435	4568		none	6
C1orf186	-0.0423777440007386	-0.162884255999261	440712	C1orf186	C1orf186	440712	-0.0423777440007386	-0.162884255999261	-0.120506511998523	3081	3148		none	6
FSTL4	-0.211356100544579	-0.309993899455421	23105	FSTL4	FSTL4	23105	-0.211356100544579	-0.309993899455421	-0.0986377989108424	3917	9160		none	6
KCNC3	0.122191801514601	0.00645989848539947	3748	KCNC3	KCNC3	3748	0.122191801514601	0.00645989848539947	-0.115731903029201	3265	14114		none	6
ZNF100	0.177754638592566	0.0709083614074339	163227	ZNF100	ZNF100	163227	0.177754638592566	0.0709083614074339	-0.106846277185132	3598	6721		none	6
LRP5L	0.039712625067553	0.139708374932447	91355	LRP5L	LRP5L	91355	0.039712625067553	0.139708374932447	0.0999957498648939	14137	15541		none	6
OCA2	0.0571265412146385	0.195981458785361	4948	OCA2	OCA2	4948	0.0571265412146385	0.195981458785361	0.138854917570723	15536	8185		none	6
hsa-mir-497	-0.120795340054852	0.00824354005485196	574456	hsa-mir-497	hsa-mir-497	574456	-0.120795340054852	0.00824354005485196	0.129038880109704	15224	10901		none	6
EHMT1	0.0942602039574651	-0.0130922039574651	79813	EHMT1	EHMT1	79813	0.0942602039574651	-0.0130922039574651	-0.10735240791493	3576	6864		none	6
GFM1	0.0850275234885031	-0.0226455234885031	85476	GFM1	GFM1	85476	0.0850275234885031	-0.0226455234885031	-0.107673046977006	3557	10690		none	6
RGAG4	-0.0511627783034115	-0.0887932216965885	340526	RGAG4	RGAG4	340526	-0.0511627783034115	-0.0887932216965885	-0.0376304433931769	6846	958		none	6
JSRP1	0.411119098594517	0.313290901405483	126306	JSRP1	JSRP1	126306	0.411119098594517	0.313290901405483	-0.0978281971890345	3948	13456		none	6
PYROXD1	-0.744472977113581	-0.624857022886419	79912	PYROXD1	PYROXD1	79912	-0.744472977113581	-0.624857022886419	0.119615954227162	14890	17035		none	6
UBL4B	-0.00719878145821355	0.168346581458214	164153	UBL4B	UBL4B	164153	-0.00719878145821355	0.168346581458214	0.175545362916427	16486	10150		none	6
RRH	-0.506749076623865	-0.293750923376135	10692	RRH	RRH	10692	-0.506749076623865	-0.293750923376135	0.212998153247729	17171	12547		none	6
TNP1	-0.156148059729683	-0.0557259402703169	7141	TNP1	TNP1	7141	-0.156148059729683	-0.0557259402703169	0.100422119459366	14151	9787		none	6
