id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
LRRFIP2	2	0.68885	0.68617	0.9974	14611	0	0	0.72466	0.72318	1.0	15313	0	0
CCDC19	3	0.68887	0.675	0.9974	14612	0	0	0.54999	0.51302	0.945641	11620	0	0
MNS1	3	0.68895	0.675	0.9974	14613	0	0	0.66208	0.61878	0.95658	14030	0	0
LRAT	3	0.68897	0.675	0.9974	14614	0	0	0.60241	0.56465	0.952723	12718	0	0
SELL	3	0.68906	0.675	0.9974	14615	0	0	0.075223	0.11339	0.871657	2665	1	0.45938
ARSA	3	0.6891	0.675	0.9974	14616	0	0	0.78764	0.78047	1.0	16643	0	0
CCS	3	0.68913	0.675	0.9974	14617	0	0	0.40515	0.36442	0.924439	8544	1	0.32302
IFI6	3	0.68915	0.675	0.9974	14618	0	0	0.21094	0.20869	0.894252	4955	1	0.40027
LTB4R2	3	0.68917	0.675	0.9974	14619	0	0	0.27532	0.25766	0.894252	6083	1	0.40928
NonTargetingControlGuideForHuman_0755	1	0.68919	0.71828	1.0	14620	0	0	0.31081	0.28172	0.894252	6732	0	0
IRF6	3	0.68921	0.675	0.9974	14621	0	0	0.89523	0.89882	1.0	18994	0	0
NLRP12	3	0.68923	0.675	0.9974	14622	0	0	0.69294	0.65497	0.969722	14662	0	0
FMN2	3	0.68926	0.675	0.9974	14623	0	0	0.47965	0.44366	0.932547	10126	0	0
NonTargetingControlGuideForHuman_0200	1	0.68927	0.71828	1.0	14624	0	0	0.31073	0.28172	0.894252	6729	0	0
MYEOV2	3	0.68928	0.675	0.9974	14625	0	0	0.91074	0.91116	1.0	19319	0	0
KCNK2	3	0.6893	0.675	0.9974	14626	0	0	0.67293	0.62963	0.962504	14245	0	0
CHPF2	3	0.68934	0.675	0.9974	14627	0	0	0.1474	0.17457	0.894252	3884	1	0.37353
BAG3	3	0.68947	0.675	0.9974	14628	0	0	0.040959	0.053422	0.736447	1572	2	0.65626
NKTR	3	0.68952	0.675	0.9974	14629	0	0	0.47678	0.44168	0.932547	10060	0	0
HGSNAT	3	0.68954	0.675	0.9974	14630	0	0	0.080723	0.11681	0.871657	2788	1	0.55315
hsa-mir-1244-2	2	0.68962	0.68617	0.9974	14631	0	0	0.10092	0.11062	0.871657	3123	1	0.34794
CXXC1	3	0.68962	0.675	0.9974	14632	0	0	0.027765	0.040498	0.736447	1113	2	0.31177
NFE2L3	3	0.68965	0.675	0.9974	14633	0	0	0.38271	0.33877	0.901558	8090	1	0.25357
NonTargetingControlGuideForHuman_0476	1	0.68967	0.71828	1.0	14634	0	0	0.31033	0.28172	0.894252	6723	0	0
SOCS1	3	0.68969	0.675	0.9974	14635	0	0	0.059328	0.090304	0.853894	2175	2	0.39713
COL9A3	3	0.68973	0.675	0.9974	14636	0	0	0.91005	0.91055	1.0	19299	0	0
hsa-mir-3683	4	0.68973	0.67675	0.9974	14637	0	0	0.025769	0.042306	0.736447	1042	1	1.1424
CWC25	2	0.68974	0.68617	0.9974	14638	0	0	0.033833	0.050454	0.736447	1321	1	1.4157
CDC123	3	0.68993	0.675	0.9974	14639	0	0	0.91295	0.91468	1.0	19364	0	0
AP3S2	3	0.69001	0.675	0.9974	14640	0	0	0.28329	0.26416	0.894252	6237	1	0.219
BPHL	3	0.69006	0.675	0.9974	14641	0	0	0.030102	0.042164	0.736447	1186	2	0.34709
IPO9	3	0.69008	0.675	0.9974	14642	0	0	0.74612	0.73177	1.0	15762	0	0
KLK7	3	0.69012	0.675	0.9974	14643	0	0	0.057835	0.089234	0.853894	2125	2	0.43381
ACER2	3	0.69014	0.675	0.9974	14644	0	0	0.59801	0.56127	0.952723	12623	0	0
ELP5	3	0.69021	0.675	0.9974	14645	0	0	0.84273	0.83922	1.0	17833	0	0
FAM187B	3	0.69029	0.675	0.9974	14646	0	0	0.184	0.19802	0.894252	4484	1	0.79459
RNF224	3	0.69032	0.675	0.9974	14647	0	0	0.78576	0.77609	1.0	16600	0	0
MYADML2	3	0.69038	0.675	0.9974	14648	0	0	0.44195	0.40252	0.924439	9332	0	0
MS4A8	3	0.69049	0.67642	0.9974	14649	0	0	0.73544	0.71792	1.0	15541	0	0
hsa-mir-3143	4	0.69052	0.67675	0.9974	14650	0	0	0.25191	0.27115	0.894252	5665	1	0.51267
MPHOSPH10	3	0.69058	0.67642	0.9974	14651	0	0	0.14222	0.17029	0.894252	3803	1	0.47767
OTOG	3	0.69062	0.67642	0.9974	14652	0	0	0.58478	0.53487	0.945641	12348	0	0
NonTargetingControlGuideForHuman_0816	1	0.69062	0.71927	1.0	14653	0	0	0.30938	0.28073	0.894252	6706	0	0
FOXO1	3	0.69066	0.67642	0.9974	14654	0	0	0.82939	0.83026	1.0	17535	0	0
RNF166	3	0.6907	0.67642	0.9974	14655	0	0	0.3868	0.33877	0.901558	8170	1	0.3508
MRPS14	3	0.69073	0.67642	0.9974	14656	0	0	0.90087	0.90388	1.0	19108	0	0
NME2	3	0.69079	0.67642	0.9974	14657	0	0	0.45977	0.41302	0.927471	9701	0	0
WDR62	3	0.69081	0.67642	0.9974	14658	0	0	0.93769	0.94054	1.0	19908	0	0
CCL22	3	0.69088	0.67642	0.9974	14659	0	0	0.0016746	0.0024971	0.365516	134	1	1.0892
hsa-mir-1267	4	0.69096	0.68016	0.9974	14660	0	0	0.71979	0.68687	0.99337	15209	0	0
CEP19	3	0.69107	0.67642	0.9974	14661	0	0	0.90538	0.90749	1.0	19199	0	0
CD8B	3	0.69118	0.67782	0.9974	14662	0	0	0.63221	0.59143	0.952723	13394	0	0
ACTR3	3	0.69124	0.67782	0.9974	14663	0	0	0.15506	0.17878	0.894252	4006	1	0.51739
CLDN16	3	0.69133	0.67782	0.9974	14664	0	0	0.0066167	0.011713	0.590712	392	1	1.4603
LRRC42	3	0.69135	0.67782	0.9974	14665	0	0	0.60402	0.56636	0.952723	12763	0	0
TGIF2	3	0.69137	0.67782	0.9974	14666	0	0	0.89381	0.89692	1.0	18962	0	0
ADPRHL2	3	0.6915	0.67782	0.9974	14667	0	0	0.51337	0.47519	0.945641	10834	0	0
FAM21C	2	0.69153	0.68944	0.997948	14668	0	0	0.28487	0.25014	0.894252	6268	1	0.61054
CHP2	2	0.69167	0.68944	0.997948	14669	0	0	0.22205	0.19799	0.894252	5149	1	0.30347
ZFYVE20	3	0.69172	0.67782	0.9974	14670	0	0	0.74306	0.72928	1.0	15702	0	0
SERPINH1	3	0.69178	0.67782	0.9974	14671	0	0	0.43807	0.39834	0.924439	9251	0	0
MYO5A	3	0.69189	0.67782	0.9974	14672	0	0	0.66965	0.62652	0.961689	14181	0	0
NPIPL3	2	0.69191	0.68944	0.997948	14673	0	0	0.3927	0.35891	0.92276	8281	0	0
SLC22A4	3	0.69193	0.67782	0.9974	14674	0	0	0.32875	0.2919	0.894252	7061	1	0.26626
FUK	3	0.69196	0.67782	0.9974	14675	0	0	0.60272	0.56465	0.952723	12725	0	0
KLHL3	3	0.69198	0.67782	0.9974	14676	0	0	0.0072249	0.012402	0.590712	409	2	0.57026
DNAAF3	3	0.69204	0.67782	0.9974	14677	0	0	0.81507	0.81141	1.0	17222	0	0
TSC1	3	0.69213	0.67782	0.9974	14678	0	0	0.61775	0.58483	0.952723	13050	0	0
SET	3	0.69215	0.67782	0.9974	14679	0	0	0.7016	0.66657	0.976195	14847	0	0
CCZ1B	3	0.69228	0.67782	0.9974	14680	0	0	0.79937	0.79536	1.0	16895	0	0
TSPAN2	3	0.69232	0.67782	0.9974	14681	0	0	0.69131	0.6521	0.969223	14622	0	0
SKIV2L	3	0.69234	0.67782	0.9974	14682	0	0	0.071949	0.10808	0.871657	2563	1	0.42531
THBS4	3	0.69247	0.67782	0.9974	14683	0	0	0.62386	0.58647	0.952723	13183	0	0
COL15A1	3	0.69249	0.67782	0.9974	14684	0	0	0.40865	0.37286	0.924439	8613	1	0.26446
FBXL16	3	0.69254	0.67782	0.9974	14685	0	0	0.50695	0.46738	0.945641	10686	0	0
C12orf73	3	0.69269	0.67921	0.9974	14686	0	0	0.68867	0.64769	0.966447	14562	0	0
SLAIN1	3	0.69275	0.67921	0.9974	14687	0	0	0.70243	0.66941	0.978577	14861	0	0
PTGFRN	3	0.69277	0.67921	0.9974	14688	0	0	0.66949	0.62652	0.961689	14178	0	0
OR4F16	3	0.69284	0.68063	0.9974	14689	0	0	0.39828	0.35147	0.91074	8392	1	0.28908
AGPAT6	3	0.69288	0.68063	0.9974	14690	0	0	0.059996	0.090304	0.853894	2190	2	0.45129
CERS5	3	0.6929	0.68063	0.9974	14691	0	0	0.74867	0.73431	1.0	15811	0	0
COPG2	3	0.69297	0.68063	0.9974	14692	0	0	0.9161	0.91868	1.0	19436	0	0
MAGEF1	3	0.69301	0.68063	0.9974	14693	0	0	0.29491	0.27276	0.894252	6456	1	0.32424
TRMT6	3	0.69303	0.68063	0.9974	14694	0	0	0.64778	0.60125	0.953645	13738	0	0
CARD18	3	0.69318	0.68063	0.9974	14695	0	0	0.29161	0.26846	0.894252	6396	1	0.50377
IFNK	3	0.69324	0.68202	0.9974	14696	0	0	0.082997	0.11681	0.871657	2818	1	0.39932
OR51B4	3	0.69329	0.68202	0.9974	14697	0	0	0.67399	0.63424	0.962771	14262	0	0
CELA2B	3	0.69331	0.68202	0.9974	14698	0	0	0.42772	0.39199	0.924439	9014	1	0.39567
NCLN	3	0.69335	0.68202	0.9974	14699	0	0	0.41804	0.38561	0.924439	8799	1	0.30827
EDC4	3	0.6935	0.68202	0.9974	14700	0	0	0.7783	0.76485	1.0	16430	0	0
SYPL1	3	0.69352	0.68202	0.9974	14701	0	0	0.33225	0.29622	0.894252	7133	1	0.34063
RFC3	3	0.69357	0.68202	0.9974	14702	0	0	0.54813	0.51117	0.945641	11574	0	0
WNK1	3	0.69359	0.68202	0.9974	14703	0	0	0.080232	0.11468	0.871657	2778	1	0.79762
MARCH4	3	0.69363	0.68202	0.9974	14704	0	0	0.61359	0.5815	0.952723	12962	0	0
MYLK	3	0.69367	0.68202	0.9974	14705	0	0	0.83443	0.83479	1.0	17653	0	0
hsa-mir-380	4	0.69372	0.68185	0.9974	14706	0	0	0.6248	0.58537	0.952723	13207	0	0
PDE6B	3	0.69374	0.68202	0.9974	14707	0	0	0.76764	0.75459	1.0	16211	0	0
KIAA1161	3	0.69393	0.68202	0.9974	14708	0	0	0.43443	0.39622	0.924439	9167	0	0
ZP4	3	0.69395	0.68202	0.9974	14709	0	0	0.44972	0.4046	0.924439	9495	0	0
NonTargetingControlGuideForHuman_0302	1	0.69399	0.7242	1.0	14710	0	0	0.30601	0.2758	0.894252	6654	0	0
KLHL40	3	0.694	0.68202	0.9974	14711	0	0	0.87442	0.87479	1.0	18530	0	0
ZNFX1	3	0.69402	0.68202	0.9974	14712	0	0	0.62162	0.58647	0.952723	13135	0	0
hsa-mir-130b	3	0.69404	0.68202	0.9974	14713	0	0	0.63165	0.59143	0.952723	13380	0	0
TAGAP	3	0.69408	0.68202	0.9974	14714	0	0	0.4638	0.42338	0.932547	9779	0	0
HELZ	3	0.69412	0.68202	0.9974	14715	0	0	0.62041	0.58647	0.952723	13116	0	0
APBA3	3	0.69417	0.68202	0.9974	14716	0	0	0.35316	0.31118	0.896789	7520	1	0.61977
EVA1A	3	0.69419	0.68202	0.9974	14717	0	0	0.65484	0.61243	0.95658	13881	0	0
RGS13	3	0.69421	0.68202	0.9974	14718	0	0	0.412	0.37712	0.924439	8677	1	0.3334
GAL3ST2	3	0.69423	0.68202	0.9974	14719	0	0	0.52962	0.48863	0.945641	11193	0	0
ZNF143	3	0.6943	0.68202	0.9974	14720	0	0	0.032745	0.045901	0.736447	1288	1	0.50169
SDR39U1	3	0.69434	0.68202	0.9974	14721	0	0	0.72003	0.7036	0.998736	15213	0	0
hsa-mir-92a-1	4	0.69437	0.68353	0.9974	14722	0	0	0.32546	0.31433	0.901558	7002	1	0.36396
SHCBP1	3	0.69438	0.68202	0.9974	14723	0	0	0.64079	0.598	0.953645	13582	0	0
CDK13	3	0.69442	0.68202	0.9974	14724	0	0	0.37776	0.33451	0.901558	7990	1	0.45476
LITAF	3	0.69445	0.68202	0.9974	14725	0	0	0.87077	0.87031	1.0	18459	0	0
USP17L10	3	0.69447	0.68202	0.9974	14726	0	0	0.5846	0.53487	0.945641	12344	0	0
SNX3	3	0.69451	0.68202	0.9974	14727	0	0	0.76487	0.75107	1.0	16156	0	0
MRPL49	3	0.6946	0.68338	0.9974	14728	0	0	0.83353	0.83479	1.0	17631	0	0
TMPRSS11F	3	0.69464	0.68338	0.9974	14729	0	0	0.3654	0.32178	0.901558	7741	1	0.23545
hsa-mir-5100	4	0.69465	0.68522	0.9974	14730	0	0	0.84604	0.83327	1.0	17902	0	0
CCT5	3	0.69468	0.68338	0.9974	14731	0	0	0.81961	0.8153	1.0	17316	0	0
PARK2	3	0.6947	0.68338	0.9974	14732	0	0	0.92039	0.92468	1.0	19541	0	0
PPP1R35	3	0.69477	0.68338	0.9974	14733	0	0	0.11626	0.14247	0.894252	3374	1	0.5844
LOC100862671	3	0.69481	0.68338	0.9974	14734	0	0	0.052095	0.076392	0.827035	1927	1	0.80351
NonTargetingControlGuideForHuman_0205	1	0.69481	0.72518	1.0	14735	0	0	0.30519	0.27482	0.894252	6639	0	0
ARIH2	3	0.69496	0.68338	0.9974	14736	0	0	0.75622	0.74042	1.0	15972	0	0
FAM20B	3	0.69498	0.68338	0.9974	14737	0	0	0.8634	0.8634	1.0	18285	0	0
POFUT1	3	0.69502	0.68338	0.9974	14738	0	0	0.49686	0.45166	0.932547	10480	0	0
PACSIN1	3	0.69504	0.68338	0.9974	14739	0	0	0.17871	0.1959	0.894252	4391	1	0.46122
hsa-mir-8079	4	0.69522	0.68685	0.9974	14740	0	0	0.83028	0.81505	1.0	17552	0	0
CD8A	3	0.69524	0.68338	0.9974	14741	0	0	0.069506	0.10622	0.871657	2489	2	0.35605
PPFIBP1	3	0.69526	0.68338	0.9974	14742	0	0	0.11748	0.14247	0.894252	3391	1	0.45606
FOXQ1	3	0.69539	0.68338	0.9974	14743	0	0	0.40712	0.37076	0.924439	8583	1	0.22911
IL23R	3	0.69541	0.68338	0.9974	14744	0	0	0.70095	0.66657	0.976195	14835	0	0
ABCC3	3	0.69547	0.68338	0.9974	14745	0	0	0.76689	0.75341	1.0	16189	0	0
ACY1	3	0.69549	0.68338	0.9974	14746	0	0	0.030667	0.042584	0.736447	1208	1	0.95201
RINT1	3	0.69554	0.68338	0.9974	14747	0	0	0.7893	0.78265	1.0	16679	0	0
hsa-mir-4517	4	0.69555	0.68685	0.9974	14748	0	0	0.49359	0.43951	0.932547	10406	1	0.28904
IGFBP2	3	0.69562	0.68338	0.9974	14749	0	0	0.05572	0.088718	0.853894	2058	2	0.33734
PHF20L1	3	0.69564	0.68338	0.9974	14750	0	0	0.61701	0.58483	0.952723	13033	0	0
COX19	3	0.69569	0.68338	0.9974	14751	0	0	0.25952	0.24484	0.894252	5797	1	0.94931
MRM1	3	0.69571	0.68338	0.9974	14752	0	0	0.55162	0.5166	0.945641	11660	0	0
TFB2M	3	0.69581	0.68338	0.9974	14753	0	0	0.23231	0.2236	0.894252	5324	1	0.94317
TMEM255B	3	0.69586	0.68338	0.9974	14754	0	0	0.37522	0.33451	0.901558	7937	1	0.22464
NonTargetingControlGuideForHuman_0853	1	0.69601	0.72518	1.0	14755	0	0	0.30399	0.27482	0.894252	6620	0	0
GOLGA7	3	0.69601	0.68338	0.9974	14756	0	0	0.66691	0.62186	0.959149	14125	0	0
FHOD3	3	0.69605	0.68338	0.9974	14757	0	0	0.82864	0.82847	1.0	17516	0	0
RASSF4	3	0.69607	0.68338	0.9974	14758	0	0	0.49809	0.45166	0.932547	10508	0	0
HFE	3	0.69609	0.68338	0.9974	14759	0	0	0.18313	0.19802	0.894252	4463	1	0.37531
ERICH1	3	0.69613	0.68338	0.9974	14760	0	0	0.78912	0.78265	1.0	16674	0	0
DNAJC24	3	0.69616	0.68338	0.9974	14761	0	0	0.29375	0.2706	0.894252	6434	1	0.45227
ZNF627	3	0.69618	0.68338	0.9974	14762	0	0	0.4709	0.43762	0.932547	9931	0	0
FADS2	3	0.6962	0.68338	0.9974	14763	0	0	0.49108	0.44964	0.932547	10355	0	0
ABCC1	3	0.69622	0.68338	0.9974	14764	0	0	0.90771	0.9087	1.0	19249	0	0
NonTargetingControlGuideForHuman_0750	1	0.69623	0.72518	1.0	14765	0	0	0.30377	0.27482	0.894252	6615	0	0
hsa-mir-3144	4	0.69627	0.68857	0.9974	14766	0	0	0.68942	0.6397	0.965284	14583	0	0
ACSL6	3	0.69628	0.68338	0.9974	14767	0	0	0.66268	0.61878	0.95658	14043	0	0
FNDC1	3	0.6963	0.68338	0.9974	14768	0	0	0.056506	0.088719	0.853894	2086	1	0.61599
ITGA9	3	0.69633	0.68338	0.9974	14769	0	0	0.31134	0.28552	0.894252	6747	1	0.56756
HLA-DQA2	3	0.69635	0.68338	0.9974	14770	0	0	0.69534	0.65933	0.972368	14719	0	0
ELOVL1	3	0.69641	0.68338	0.9974	14771	0	0	0.5936	0.55431	0.952723	12527	0	0
COBL	3	0.69652	0.68338	0.9974	14772	0	0	0.59424	0.55431	0.952723	12545	0	0
XKR7	3	0.69654	0.68338	0.9974	14773	0	0	0.26826	0.25336	0.894252	5956	1	0.55366
PEF1	3	0.69658	0.68338	0.9974	14774	0	0	0.52052	0.48287	0.945641	10996	0	0
SLCO1B3	3	0.6966	0.68338	0.9974	14775	0	0	0.60468	0.56636	0.952723	12777	0	0
ZNF528	3	0.69667	0.68338	0.9974	14776	0	0	0.64365	0.59962	0.953645	13646	0	0
SPANXN4	3	0.69675	0.68338	0.9974	14777	0	0	0.72684	0.70888	0.998736	15358	0	0
TSGA13	3	0.69677	0.68338	0.9974	14778	0	0	0.68377	0.64473	0.966447	14465	0	0
LOC653486	3	0.69682	0.68338	0.9974	14779	0	0	0.33146	0.29622	0.894252	7112	1	0.26917
KCNQ5	3	0.69684	0.68338	0.9974	14780	0	0	0.2828	0.26416	0.894252	6229	1	0.51466
SPATS2L	3	0.69686	0.68338	0.9974	14781	0	0	0.44419	0.40252	0.924439	9388	0	0
PFKFB3	3	0.69688	0.68338	0.9974	14782	0	0	0.35115	0.30904	0.896789	7480	1	0.40393
SMIM3	3	0.6969	0.68338	0.9974	14783	0	0	0.75384	0.73918	1.0	15921	0	0
AKTIP	3	0.69692	0.68338	0.9974	14784	0	0	0.033303	0.046354	0.736447	1306	2	0.42175
TRIM38	3	0.69694	0.68338	0.9974	14785	0	0	0.8154	0.81141	1.0	17228	0	0
WDR60	3	0.69697	0.68338	0.9974	14786	0	0	0.55328	0.52035	0.945641	11691	0	0
KLF2	3	0.69699	0.68338	0.9974	14787	0	0	0.010465	0.014809	0.590712	528	1	0.69651
hsa-mir-1289-1	4	0.697	0.68857	0.9974	14788	0	0	0.8056	0.78037	1.0	17017	0	0
CLUL1	3	0.69703	0.68338	0.9974	14789	0	0	0.060768	0.090305	0.853894	2214	1	0.64995
hsa-mir-4506	4	0.69705	0.68857	0.9974	14790	0	0	0.55753	0.50669	0.945641	11777	0	0
PMF1	3	0.69705	0.68338	0.9974	14791	0	0	0.47343	0.43963	0.932547	9986	0	0
CKM	3	0.69711	0.68338	0.9974	14792	0	0	0.54089	0.50564	0.945641	11429	0	0
TRIM60	3	0.69714	0.68338	0.9974	14793	0	0	0.22089	0.2172	0.894252	5126	1	0.46334
NonTargetingControlGuideForHuman_0800	1	0.69717	0.72518	1.0	14794	0	0	0.30283	0.27482	0.894252	6598	0	0
WDR65	3	0.69724	0.68338	0.9974	14795	0	0	0.72676	0.70888	0.998736	15356	0	0
MKRN3	3	0.69728	0.68338	0.9974	14796	0	0	0.65214	0.60606	0.95658	13828	0	0
ZNF185	3	0.6975	0.68338	0.9974	14797	0	0	0.048948	0.07145	0.824194	1811	2	0.24683
SUN3	3	0.69752	0.68338	0.9974	14798	0	0	0.073457	0.11	0.871657	2604	2	0.28867
hsa-mir-4659a	3	0.69756	0.68338	0.9974	14799	0	0	0.91317	0.91468	1.0	19367	0	0
SLC17A4	3	0.69758	0.68338	0.9974	14800	0	0	0.51059	0.47519	0.945641	10771	0	0
C9orf169	3	0.6976	0.68338	0.9974	14801	0	0	0.52349	0.48477	0.945641	11056	0	0
BCL2	3	0.69762	0.68338	0.9974	14802	0	0	0.70607	0.67782	0.985481	14942	0	0
TEX28	3	0.69775	0.68338	0.9974	14803	0	0	0.38079	0.33661	0.901558	8049	1	0.30896
RPRD2	3	0.69779	0.68338	0.9974	14804	0	0	0.88221	0.88486	1.0	18713	0	0
C10orf25	3	0.69782	0.68338	0.9974	14805	0	0	0.045587	0.067089	0.806074	1720	2	0.34239
CELSR1	3	0.69784	0.68338	0.9974	14806	0	0	0.90347	0.90633	1.0	19163	0	0
HK2	3	0.69792	0.68338	0.9974	14807	0	0	0.69879	0.6637	0.975162	14798	0	0
DCAF12	3	0.69796	0.68338	0.9974	14808	0	0	0.41183	0.37712	0.924439	8672	1	0.28402
hsa-mir-3529	4	0.698	0.68857	0.9974	14809	0	0	0.052075	0.073164	0.827035	1925	2	0.37905
CYP26A1	3	0.69801	0.68338	0.9974	14810	0	0	0.7593	0.74411	1.0	16040	0	0
RAB12	3	0.69803	0.68338	0.9974	14811	0	0	0.81082	0.80446	1.0	17128	0	0
NFATC3	3	0.69807	0.68338	0.9974	14812	0	0	0.90633	0.90749	1.0	19219	0	0
hsa-mir-6831	4	0.69818	0.68857	0.9974	14813	0	0	0.57309	0.53853	0.950169	12099	0	0
SLU7	3	0.69818	0.68338	0.9974	14814	0	0	0.88039	0.88347	1.0	18668	0	0
ASUN	3	0.69824	0.68338	0.9974	14815	0	0	0.042128	0.055778	0.743008	1608	2	0.35656
OLFML2A	3	0.69826	0.68338	0.9974	14816	0	0	0.91494	0.91638	1.0	19404	0	0
LOC283710	3	0.69828	0.68338	0.9974	14817	0	0	0.0031825	0.0070854	0.590712	227	1	1.1321
B9D2	3	0.6983	0.68338	0.9974	14818	0	0	0.8702	0.87031	1.0	18447	0	0
GFAP	3	0.69833	0.68338	0.9974	14819	0	0	0.57306	0.53125	0.945641	12098	0	0
NUP210	3	0.69837	0.68338	0.9974	14820	0	0	0.3824	0.33877	0.901558	8085	1	0.22783
STX18	3	0.69843	0.68338	0.9974	14821	0	0	0.010277	0.014809	0.590712	521	1	1.1706
CCDC173	3	0.69845	0.68338	0.9974	14822	0	0	0.35298	0.31118	0.896789	7517	1	0.33407
CPM	3	0.69847	0.68338	0.9974	14823	0	0	0.92868	0.93042	1.0	19708	0	0
hsa-mir-181d	4	0.69848	0.68857	0.9974	14824	0	0	0.43586	0.38681	0.924439	9196	1	0.29954
STOM	3	0.69854	0.68338	0.9974	14825	0	0	0.17498	0.19375	0.894252	4325	1	0.36251
BEX2	3	0.6986	0.68338	0.9974	14826	0	0	0.88117	0.88417	1.0	18683	0	0
PTCHD4	3	0.69864	0.68338	0.9974	14827	0	0	0.88199	0.88417	1.0	18703	0	0
CPEB2	3	0.69871	0.68338	0.9974	14828	0	0	0.81738	0.81435	1.0	17271	0	0
ST6GALNAC6	3	0.69879	0.68338	0.9974	14829	0	0	0.93252	0.9354	1.0	19800	0	0
NAT8	3	0.69888	0.68338	0.9974	14830	0	0	0.38588	0.33877	0.901558	8151	1	0.27691
RAB6C	3	0.69894	0.68338	0.9974	14831	0	0	0.88689	0.89562	1.0	18821	0	0
KRTAP6-2	3	0.69898	0.68338	0.9974	14832	0	0	0.31751	0.28763	0.894252	6859	1	0.33042
CDYL	3	0.69903	0.68338	0.9974	14833	0	0	0.20285	0.20654	0.894252	4817	1	0.63176
NRM	3	0.69905	0.68338	0.9974	14834	0	0	0.41001	0.37498	0.924439	8637	1	0.19435
DOK1	3	0.69907	0.68338	0.9974	14835	0	0	0.37366	0.33239	0.901558	7908	1	0.23091
HIBCH	3	0.69913	0.68338	0.9974	14836	0	0	0.27723	0.25981	0.894252	6121	1	0.40867
MARVELD3	3	0.69924	0.68338	0.9974	14837	0	0	0.62859	0.59143	0.952723	13305	0	0
ECSIT	3	0.69928	0.68338	0.9974	14838	0	0	0.53031	0.48863	0.945641	11206	0	0
SIK1	3	0.6993	0.68338	0.9974	14839	0	0	0.56178	0.52397	0.945641	11874	0	0
hsa-mir-4431	4	0.6993	0.69019	0.99835	14840	0	0	0.6736	0.63227	0.962771	14256	0	0
hsa-mir-6876	4	0.69935	0.69019	0.99835	14841	0	0	0.6022	0.55167	0.952723	12712	0	0
SLC25A3	3	0.69941	0.68338	0.9974	14842	0	0	0.19671	0.20231	0.894252	4697	1	0.43438
ADAMTS1	3	0.69945	0.68338	0.9974	14843	0	0	0.0091369	0.014253	0.590712	485	2	0.36452
TBC1D23	3	0.69949	0.68338	0.9974	14844	0	0	0.22791	0.2172	0.894252	5245	1	0.66212
ABCB9	3	0.69953	0.68338	0.9974	14845	0	0	0.60793	0.5715	0.952723	12845	0	0
ZNHIT6	3	0.69964	0.68338	0.9974	14846	0	0	0.021531	0.031624	0.714023	898	2	0.54737
MYL12A	3	0.69975	0.68338	0.9974	14847	0	0	0.43404	0.39622	0.924439	9160	0	0
C14orf142	3	0.69981	0.68338	0.9974	14848	0	0	0.31281	0.28552	0.894252	6777	1	0.37542
TRIM62	3	0.69983	0.68338	0.9974	14849	0	0	0.66603	0.62035	0.957991	14111	0	0
UBQLN1	3	0.69985	0.68338	0.9974	14850	0	0	0.035098	0.047704	0.736447	1364	2	0.65855
BHLHA15	3	0.69989	0.68338	0.9974	14851	0	0	0.27166	0.25549	0.894252	6017	1	0.60478
ACSM1	3	0.69994	0.68338	0.9974	14852	0	0	0.50532	0.46351	0.945641	10649	0	0
LMO1	3	0.69996	0.68338	0.9974	14853	0	0	0.72343	0.70757	0.998736	15290	0	0
FOXC2	3	0.7	0.68338	0.9974	14854	0	0	0.58816	0.54384	0.952723	12413	0	0
INTS5	3	0.70002	0.68338	0.9974	14855	0	0	0.82077	0.8172	1.0	17344	0	0
GORASP1	3	0.70006	0.68338	0.9974	14856	0	0	0.42227	0.38778	0.924439	8889	1	0.43458
OCRL	3	0.70008	0.68338	0.9974	14857	0	0	0.35217	0.31118	0.896789	7499	1	0.4866
hsa-mir-4299	4	0.70009	0.69019	0.99835	14858	0	0	0.21384	0.25665	0.894252	5007	1	0.4457
ERP29	3	0.70015	0.68338	0.9974	14859	0	0	0.87106	0.87031	1.0	18466	0	0
SSFA2	3	0.70021	0.68338	0.9974	14860	0	0	0.12592	0.15106	0.894252	3527	1	0.77071
SOX3	3	0.70025	0.68338	0.9974	14861	0	0	0.54361	0.50749	0.945641	11485	0	0
SNX13	3	0.70034	0.68338	0.9974	14862	0	0	0.46411	0.42338	0.932547	9787	0	0
ZBED3	3	0.70036	0.68338	0.9974	14863	0	0	0.027681	0.040498	0.736447	1108	2	0.50623
TCF20	3	0.70042	0.68338	0.9974	14864	0	0	0.14622	0.17242	0.894252	3867	1	0.54816
LOXL1	3	0.70047	0.68338	0.9974	14865	0	0	0.14055	0.16817	0.894252	3774	1	0.40578
CCDC90B	3	0.70051	0.68338	0.9974	14866	0	0	0.31031	0.28338	0.894252	6722	1	0.48745
RAD51B	3	0.70057	0.68338	0.9974	14867	0	0	0.59468	0.55431	0.952723	12558	0	0
TMEM235	3	0.70061	0.6848	0.9974	14868	0	0	0.75471	0.73918	1.0	15942	0	0
WDR20	3	0.70066	0.6848	0.9974	14869	0	0	0.41349	0.37712	0.924439	8705	1	0.34321
NANS	3	0.70068	0.6848	0.9974	14870	0	0	0.67278	0.62963	0.962504	14242	0	0
